name,cgpa
mxq,7.070000
mxr,9.910000
mxs,5.930000
mxt,8.750000
mxu,8.100000
mxv,9.420000
mxw,6.430000
mxx,6.050000
mxy,8.610000
mxz,5.940000
mya,6.240000
myb,8.870000
myc,9.510000
myd,8.250000
mye,5.650000
myf,7.130000
myg,5.840000
myh,9.420000
myi,9.950000
myj,7.870000
myk,8.180000
myl,8.960000
mym,9.660000
myn,9.980000
myo,8.760000
myp,8.250000
myq,7.890000
myr,8.380000
mys,5.910000
myt,7.380000
myu,6.020000
myv,8.070000
myw,7.670000
myx,7.670000
myy,9.400000
myz,7.580000
mza,9.780000
mzb,6.500000
mzc,6.980000
mzd,9.850000
mze,9.430000
mzf,6.130000
mzg,7.830000
mzh,6.620000
mzi,5.600000
mzj,5.270000
mzk,5.530000
mzl,5.930000
mzm,5.950000
mzn,7.840000
mzo,6.850000
mzp,6.710000
mzq,6.720000
mzr,6.460000
mzs,5.070000
mzt,6.040000
mzu,5.180000
mzv,7.170000
mzw,6.660000
mzx,9.240000
mzy,5.250000
mzz,6.180000
naa,5.710000
nab,5.920000
nac,7.890000
nad,9.270000
nae,7.110000
naf,6.960000
nag,5.970000
nah,8.560000
nai,7.290000
naj,8.760000
nak,6.840000
nal,6.270000
nam,5.330000
nan,8.400000
nao,9.330000
nap,8.840000
naq,8.110000
nar,9.430000
nas,6.780000
nat,6.080000
nau,8.360000
nav,8.450000
naw,7.670000
nax,6.800000
nay,7.140000
naz,8.140000
nba,5.450000
nbb,8.870000
nbc,5.830000
nbd,8.410000
nbe,8.490000
nbf,7.730000
nbg,8.280000
nbh,7.060000
nbi,7.390000
nbj,8.220000
nbk,7.760000
nbl,7.070000
nbm,8.380000
nbn,6.130000
nbo,8.110000
nbp,9.370000
nbq,6.630000
nbr,9.340000
nbs,7.370000
nbt,8.350000
nbu,7.480000
nbv,8.220000
nbw,8.990000
nbx,6.000000
nby,7.820000
nbz,7.290000
nca,6.340000
ncb,5.460000
ncc,6.840000
ncd,8.670000
nce,6.850000
ncf,8.390000
ncg,9.390000
nch,5.790000
nci,5.380000
ncj,5.810000
nck,8.140000
ncl,6.740000
ncm,9.320000
ncn,8.070000
nco,8.660000
ncp,9.490000
ncq,6.740000
ncr,8.730000
ncs,7.300000
nct,6.630000
ncu,9.940000
ncv,8.600000
ncw,7.190000
ncx,9.780000
ncy,9.270000
ncz,5.000000
nda,5.430000
ndb,8.360000
ndc,7.570000
ndd,9.350000
nde,5.510000
ndf,9.420000
ndg,8.670000
ndh,6.400000
ndi,6.700000
ndj,6.900000
ndk,6.480000
ndl,6.080000
ndm,8.180000
ndn,6.150000
ndo,9.180000
ndp,9.510000
ndq,5.790000
ndr,7.050000
nds,5.880000
ndt,5.210000
ndu,6.340000
ndv,6.190000
ndw,9.970000
ndx,7.520000
ndy,6.040000
ndz,8.400000
nea,9.310000
neb,6.220000
nec,9.790000
ned,5.140000
nee,5.590000
nef,9.240000
neg,5.280000
neh,6.890000
nei,8.920000
nej,9.500000
nek,8.110000
nel,6.580000
nem,8.480000
nen,8.280000
neo,8.940000
nep,7.500000
neq,7.880000
ner,5.360000
nes,9.680000
net,6.320000
neu,5.660000
nev,6.830000
new,6.890000
nex,6.560000
ney,9.020000
nez,9.390000
nfa,9.390000
nfb,9.310000
nfc,9.970000
nfd,6.880000
nfe,5.540000
nff,8.120000
nfg,7.500000
nfh,6.760000
nfi,9.170000
nfj,9.580000
nfk,7.560000
nfl,9.500000
nfm,7.120000
nfn,5.980000
nfo,8.340000
nfp,7.840000
nfq,8.360000
nfr,9.750000
nfs,8.320000
nft,9.540000
nfu,7.980000
nfv,8.070000
nfw,6.370000
nfx,7.920000
nfy,9.340000
nfz,5.250000
nga,6.010000
ngb,8.490000
ngc,7.750000
ngd,6.640000
nge,9.560000
ngf,5.670000
ngg,6.660000
ngh,6.330000
ngi,8.700000
ngj,6.950000
ngk,9.490000
ngl,8.070000
ngm,8.490000
ngn,5.640000
ngo,6.330000
ngp,5.890000
ngq,6.320000
ngr,8.100000
ngs,5.500000
ngt,8.750000
ngu,5.530000
ngv,7.690000
ngw,6.540000
ngx,8.030000
ngy,6.900000
ngz,6.680000
nha,9.700000
nhb,8.580000
nhc,8.330000
nhd,6.120000
nhe,7.030000
nhf,6.210000
nhg,9.670000
nhh,9.110000
nhi,8.250000
nhj,9.450000
nhk,5.060000
nhl,5.010000
nhm,7.500000
nhn,6.710000
nho,9.810000
nhp,8.260000
nhq,8.910000
nhr,6.660000
nhs,5.920000
nht,5.550000
nhu,6.480000
nhv,6.450000
nhw,7.360000
nhx,8.930000
nhy,9.540000
nhz,6.310000
nia,9.550000
nib,8.690000
nic,5.870000
nid,8.980000
nie,9.160000
nif,9.450000
nig,6.950000
nih,5.400000
nii,7.840000
nij,7.100000
nik,6.750000
nil,8.020000
nim,9.160000
nin,5.620000
nio,8.430000
nip,6.070000
niq,8.080000
nir,9.880000
nis,8.540000
nit,7.530000
niu,9.010000
niv,5.060000
niw,6.200000
nix,5.430000
niy,9.190000
niz,5.340000
nja,6.380000
njb,5.230000
njc,7.260000
njd,5.240000
nje,9.750000
njf,9.650000
njg,6.380000
njh,7.870000
nji,6.770000
njj,9.320000
njk,6.180000
njl,9.240000
njm,5.440000
njn,9.160000
njo,6.360000
njp,7.510000
njq,8.690000
njr,6.070000
njs,7.420000
njt,5.210000
nju,8.700000
njv,9.060000
njw,9.550000
njx,9.790000
njy,9.610000
njz,7.130000
nka,8.060000
nkb,6.140000
nkc,7.240000
nkd,9.420000
nke,9.940000
nkf,5.120000
nkg,5.350000
nkh,6.780000
nki,9.670000
nkj,8.190000
nkk,7.470000
nkl,6.960000
nkm,8.120000
nkn,6.050000
nko,7.280000
nkp,5.720000
nkq,6.050000
nkr,7.680000
nks,7.860000
nkt,6.890000
nku,9.530000
nkv,8.240000
nkw,6.910000
nkx,9.260000
nky,9.970000
nkz,5.110000
nla,6.250000
nlb,6.870000
nlc,7.160000
nld,6.370000
nle,6.450000
nlf,5.590000
nlg,9.820000
nlh,8.860000
nli,7.150000
nlj,9.660000
nlk,5.390000
nll,5.800000
nlm,8.580000
nln,7.640000
nlo,9.390000
nlp,5.120000
nlq,8.250000
nlr,5.990000
nls,6.530000
nlt,6.760000
nlu,8.380000
nlv,6.350000
nlw,6.400000
nlx,8.790000
nly,6.140000
nlz,8.090000
nma,9.540000
nmb,7.850000
nmc,6.420000
nmd,9.340000
nme,8.130000
nmf,5.640000
nmg,8.790000
nmh,7.900000
nmi,8.250000
nmj,7.640000
nmk,9.830000
nml,5.810000
nmm,9.290000
nmn,7.940000
nmo,7.560000
nmp,9.490000
nmq,6.750000
nmr,7.710000
nms,7.510000
nmt,5.470000
nmu,9.910000
nmv,8.000000
nmw,5.520000
nmx,9.740000
nmy,7.170000
nmz,9.550000
nna,9.530000
nnb,5.320000
nnc,9.080000
nnd,7.800000
nne,6.410000
nnf,7.800000
nng,8.010000
nnh,9.540000
nni,5.200000
nnj,8.740000
nnk,8.130000
nnl,5.780000
nnm,7.940000
nnn,8.100000
nno,8.900000
nnp,5.250000
nnq,7.600000
nnr,7.290000
nns,5.760000
nnt,6.180000
nnu,7.560000
nnv,8.160000
nnw,5.610000
nnx,9.090000
nny,7.640000
nnz,5.730000
noa,9.200000
nob,8.680000
noc,5.870000
nod,5.130000
noe,9.210000
nof,6.210000
nog,6.540000
noh,6.040000
noi,8.660000
noj,5.400000
nok,8.320000
nol,9.510000
nom,9.730000
non,7.030000
noo,5.490000
nop,8.830000
noq,5.100000
nor,6.600000
nos,6.050000
not,8.000000
nou,5.540000
nov,5.190000
now,8.650000
nox,7.730000
noy,7.120000
noz,5.300000
npa,8.680000
npb,6.980000
npc,6.520000
npd,6.820000
npe,6.220000
npf,7.750000
npg,7.280000
nph,5.230000
npi,9.610000
npj,6.100000
npk,9.510000
npl,8.700000
npm,5.050000
npn,8.150000
npo,9.570000
npp,8.310000
npq,9.830000
npr,8.630000
nps,6.140000
npt,9.420000
npu,7.520000
npv,8.820000
npw,6.800000
npx,7.850000
npy,8.980000
npz,5.670000
nqa,9.480000
nqb,9.450000
nqc,9.300000
nqd,7.540000
nqe,5.740000
nqf,8.610000
nqg,8.540000
nqh,8.300000
nqi,7.510000
nqj,5.480000
nqk,6.040000
nql,5.710000
nqm,7.510000
nqn,5.210000
nqo,7.700000
nqp,6.880000
nqq,9.850000
nqr,9.870000
nqs,9.480000
nqt,9.320000
nqu,5.530000
nqv,9.200000
nqw,6.150000
nqx,6.010000
nqy,7.250000
nqz,5.810000
nra,9.120000
nrb,7.450000
nrc,8.950000
nrd,6.890000
nre,6.000000
nrf,9.170000
nrg,9.560000
nrh,8.380000
nri,6.330000
nrj,5.190000
nrk,7.880000
nrl,5.290000
nrm,9.690000
nrn,6.520000
nro,5.070000
nrp,8.590000
nrq,9.640000
nrr,5.300000
nrs,9.660000
nrt,7.010000
nru,6.360000
nrv,6.990000
nrw,7.390000
nrx,8.490000
nry,7.460000
nrz,9.470000
nsa,7.070000
nsb,7.990000
nsc,9.960000
nsd,7.540000
nse,7.240000
nsf,9.310000
nsg,9.350000
nsh,6.060000
nsi,9.080000
nsj,8.820000
nsk,8.540000
nsl,5.850000
nsm,6.560000
nsn,6.660000
nso,6.840000
nsp,7.100000
nsq,9.240000
nsr,9.680000
nss,6.870000
nst,6.080000
nsu,5.520000
nsv,9.630000
nsw,7.200000
nsx,8.920000
nsy,5.930000
nsz,9.360000
nta,10.000000
ntb,6.260000
ntc,5.400000
ntd,8.440000
nte,9.170000
ntf,6.600000
ntg,8.530000
nth,9.690000
nti,9.070000
ntj,9.750000
ntk,8.320000
ntl,8.540000
ntm,6.920000
ntn,5.230000
nto,5.820000
ntp,7.520000
ntq,6.270000
ntr,9.680000
nts,7.600000
ntt,6.440000
ntu,7.530000
ntv,9.320000
ntw,6.520000
ntx,5.280000
nty,5.980000
ntz,8.330000
nua,7.580000
nub,9.390000
nuc,5.700000
nud,7.240000
nue,7.330000
nuf,5.900000
nug,6.210000
nuh,8.320000
nui,8.120000
nuj,7.260000
nuk,5.880000
nul,7.370000
num,5.240000
nun,6.430000
nuo,5.520000
nup,6.890000
nuq,8.100000
nur,9.680000
nus,9.570000
nut,9.930000
nuu,6.080000
nuv,9.720000
nuw,9.290000
nux,9.920000
nuy,7.670000
nuz,6.010000
nva,7.580000
nvb,7.710000
nvc,8.980000
nvd,8.040000
nve,6.610000
nvf,7.730000
nvg,5.770000
nvh,7.980000
nvi,7.060000
nvj,7.750000
nvk,8.760000
nvl,7.670000
nvm,6.060000
nvn,6.350000
nvo,8.620000
nvp,9.610000
nvq,9.670000
nvr,6.050000
nvs,9.980000
nvt,7.900000
nvu,6.560000
nvv,8.710000
nvw,7.860000
nvx,6.190000
nvy,8.580000
nvz,6.880000
nwa,9.370000
nwb,7.110000
nwc,8.800000
nwd,8.820000
nwe,7.580000
nwf,9.930000
nwg,9.980000
nwh,6.680000
nwi,7.010000
nwj,5.530000
nwk,5.610000
nwl,7.830000
nwm,9.400000
nwn,5.390000
nwo,5.380000
nwp,9.820000
nwq,5.230000
nwr,9.320000
nws,5.450000
nwt,7.200000
nwu,5.350000
nwv,9.800000
nww,9.260000
nwx,9.410000
nwy,6.020000
nwz,5.210000
nxa,9.800000
nxb,8.990000
nxc,5.600000
nxd,5.430000
nxe,8.600000
nxf,9.080000
nxg,5.060000
nxh,8.170000
nxi,7.230000
nxj,6.020000
nxk,7.960000
nxl,7.810000
nxm,8.470000
nxn,6.470000
nxo,6.540000
nxp,5.370000
nxq,8.590000
nxr,8.480000
nxs,6.380000
nxt,7.630000
nxu,5.790000
nxv,6.940000
nxw,6.000000
nxx,9.810000
nxy,6.760000
nxz,5.280000
nya,6.790000
nyb,9.410000
nyc,5.980000
nyd,8.410000
nye,5.930000
nyf,8.790000
nyg,5.380000
nyh,9.770000
nyi,8.650000
nyj,7.550000
nyk,9.670000
nyl,7.410000
nym,6.020000
nyn,8.510000
nyo,9.400000
nyp,5.940000
nyq,5.320000
nyr,8.530000
nys,9.500000
nyt,6.050000
nyu,5.740000
nyv,7.920000
nyw,8.130000
nyx,7.370000
nyy,6.970000
nyz,6.790000
nza,6.320000
nzb,8.290000
nzc,8.290000
nzd,8.140000
nze,8.980000
nzf,6.390000
nzg,5.590000
nzh,6.740000
nzi,9.860000
nzj,8.280000
nzk,6.000000
nzl,8.830000
nzm,8.000000
nzn,6.760000
nzo,8.840000
nzp,8.130000
nzq,8.810000
nzr,5.960000
nzs,5.460000
nzt,8.960000
nzu,9.040000
nzv,5.330000
nzw,7.690000
nzx,8.410000
nzy,7.650000
nzz,7.490000
oaa,6.030000
oab,9.500000
oac,5.160000
oad,6.180000
oae,9.250000
oaf,6.320000
oag,8.090000
oah,9.970000
oai,8.240000
oaj,9.770000
oak,7.730000
oal,8.270000
oam,9.130000
oan,5.070000
oao,7.000000
oap,6.990000
oaq,8.720000
oar,7.820000
oas,8.170000
oat,5.180000
oau,5.830000
oav,5.880000
oaw,6.380000
oax,5.600000
oay,8.710000
oaz,9.400000
oba,6.620000
obb,8.650000
obc,9.060000
obd,7.460000
obe,5.660000
obf,5.750000
obg,8.470000
obh,9.120000
obi,6.700000
obj,9.870000
obk,7.030000
obl,8.870000
obm,6.010000
obn,9.300000
obo,7.220000
obp,8.910000
obq,7.480000
obr,5.160000
obs,6.780000
obt,7.990000
obu,6.150000
obv,7.930000
obw,5.420000
obx,7.940000
oby,8.850000
obz,5.210000
oca,7.700000
ocb,8.580000
occ,7.980000
ocd,8.030000
oce,5.970000
ocf,6.210000
ocg,5.060000
och,9.240000
oci,9.240000
ocj,9.430000
ock,5.430000
ocl,9.500000
ocm,8.710000
ocn,9.350000
oco,6.020000
ocp,6.780000
ocq,9.980000
ocr,7.540000
ocs,9.770000
oct,9.100000
ocu,8.860000
ocv,6.820000
ocw,8.600000
ocx,7.290000
ocy,7.460000
ocz,8.610000
oda,5.140000
odb,8.260000
odc,8.630000
odd,7.220000
ode,8.070000
odf,7.550000
odg,9.640000
odh,8.070000
odi,8.330000
odj,7.330000
odk,6.870000
odl,7.000000
odm,9.270000
odn,5.700000
odo,5.440000
odp,7.870000
odq,9.360000
odr,8.190000
ods,8.850000
odt,9.490000
odu,5.600000
odv,5.100000
odw,7.490000
odx,8.620000
ody,8.370000
odz,8.820000
oea,5.410000
oeb,9.350000
oec,6.760000
oed,6.430000
oee,8.680000
oef,8.720000
oeg,7.390000
oeh,9.580000
oei,8.290000
oej,6.140000
oek,6.300000
oel,9.800000
oem,6.880000
oen,5.760000
oeo,5.760000
oep,8.170000
oeq,5.580000
oer,7.750000
oes,9.740000
oet,7.710000
oeu,9.590000
oev,8.280000
oew,7.640000
oex,6.940000
oey,7.760000
oez,6.080000
ofa,9.330000
ofb,5.370000
ofc,5.900000
ofd,9.480000
ofe,8.050000
off,7.300000
ofg,7.660000
ofh,5.490000
ofi,7.420000
ofj,7.830000
ofk,8.400000
ofl,8.880000
ofm,8.090000
ofn,7.940000
ofo,7.020000
ofp,9.230000
ofq,8.560000
ofr,9.130000
ofs,9.180000
oft,5.490000
ofu,6.590000
ofv,6.540000
ofw,5.570000
ofx,9.380000
ofy,9.810000
ofz,7.850000
oga,7.320000
ogb,8.750000
ogc,6.480000
ogd,5.360000
oge,7.590000
ogf,7.100000
ogg,8.880000
ogh,8.430000
ogi,7.440000
ogj,7.780000
ogk,9.780000
ogl,6.430000
ogm,5.760000
ogn,6.530000
ogo,7.740000
ogp,7.600000
ogq,6.480000
ogr,6.600000
ogs,6.360000
ogt,7.910000
ogu,7.670000
ogv,8.720000
ogw,5.800000
ogx,6.540000
ogy,7.500000
ogz,7.200000
oha,8.630000
ohb,5.690000
ohc,9.730000
ohd,6.920000
ohe,5.410000
ohf,8.890000
ohg,5.960000
ohh,6.290000
ohi,9.190000
ohj,8.360000
ohk,7.600000
ohl,5.500000
ohm,9.800000
ohn,7.040000
oho,8.650000
ohp,6.200000
ohq,8.090000
ohr,5.110000
ohs,6.790000
oht,5.650000
ohu,7.730000
ohv,8.970000
ohw,5.580000
ohx,5.900000
ohy,8.560000
ohz,9.060000
oia,6.140000
oib,6.680000
oic,8.260000
oid,9.350000
oie,5.100000
oif,6.750000
oig,7.060000
oih,7.020000
oii,6.400000
oij,7.400000
oik,9.520000
oil,7.720000
oim,6.180000
oin,7.050000
oio,6.460000
oip,5.730000
oiq,5.930000
oir,9.940000
ois,9.460000
oit,6.350000
oiu,5.210000
oiv,7.000000
oiw,6.430000
oix,7.760000
oiy,8.390000
oiz,5.240000
oja,8.330000
ojb,8.230000
ojc,5.050000
ojd,5.580000
oje,5.470000
ojf,7.840000
ojg,9.470000
ojh,5.300000
oji,7.870000
ojj,6.890000
ojk,8.760000
ojl,8.200000
ojm,7.910000
ojn,8.400000
ojo,6.650000
ojp,8.850000
ojq,8.850000
ojr,8.570000
ojs,8.830000
ojt,5.750000
oju,9.300000
ojv,5.380000
ojw,9.750000
ojx,8.070000
ojy,5.270000
ojz,5.450000
oka,9.850000
okb,6.280000
okc,5.570000
okd,9.910000
oke,9.580000
okf,7.710000
okg,8.300000
okh,9.850000
oki,9.830000
okj,5.340000
okk,6.380000
okl,6.320000
okm,9.030000
okn,5.300000
oko,5.760000
okp,5.630000
okq,5.960000
okr,7.330000
oks,5.670000
okt,5.050000
oku,5.500000
okv,5.370000
okw,8.460000
okx,7.390000
oky,9.550000
okz,7.370000
ola,9.670000
olb,5.060000
olc,5.160000
old,5.170000
ole,6.250000
olf,8.460000
olg,6.300000
olh,8.050000
oli,6.170000
olj,8.520000
olk,8.270000
oll,6.380000
olm,6.080000
oln,8.170000
olo,8.690000
olp,5.710000
olq,6.430000
olr,6.800000
ols,6.230000
olt,9.300000
olu,7.490000
olv,5.460000
olw,7.950000
olx,9.570000
oly,9.020000
olz,8.900000
oma,5.680000
omb,7.050000
omc,5.290000
omd,7.780000
ome,6.440000
omf,9.910000
omg,8.310000
omh,9.080000
omi,5.500000
omj,5.290000
omk,9.150000
oml,6.920000
omm,7.330000
omn,6.280000
omo,6.180000
omp,7.390000
omq,7.030000
omr,5.260000
oms,6.310000
omt,9.690000
omu,5.930000
omv,7.780000
omw,6.160000
omx,8.810000
omy,9.270000
omz,7.480000
ona,5.030000
onb,6.950000
onc,7.350000
ond,5.080000
one,8.770000
onf,6.400000
ong,6.230000
onh,8.940000
oni,5.440000
onj,6.680000
onk,9.220000
onl,9.650000
onm,8.940000
onn,7.060000
ono,7.280000
onp,8.420000
onq,9.490000
onr,8.830000
ons,6.380000
ont,6.340000
onu,6.710000
onv,6.330000
onw,5.620000
onx,6.380000
ony,8.940000
onz,6.160000
ooa,7.460000
oob,6.420000
ooc,8.640000
ood,8.770000
ooe,7.070000
oof,6.850000
oog,9.290000
ooh,7.700000
ooi,8.830000
ooj,9.490000
ook,5.560000
ool,5.350000
oom,5.150000
oon,9.030000
ooo,6.240000
oop,9.300000
ooq,5.060000
oor,7.590000
oos,8.570000
oot,8.750000
oou,6.870000
oov,6.800000
oow,7.140000
oox,9.030000
ooy,8.160000
ooz,8.230000
opa,5.700000
opb,9.100000
opc,9.910000
opd,5.200000
ope,9.960000
opf,8.030000
opg,8.000000
oph,7.970000
opi,9.920000
opj,8.040000
opk,9.790000
opl,6.530000
opm,8.980000
opn,6.000000
opo,8.510000
opp,7.720000
opq,9.250000
opr,7.520000
ops,8.910000
opt,9.780000
opu,9.500000
opv,6.610000
opw,5.120000
opx,6.200000
opy,5.520000
opz,8.810000
oqa,5.720000
oqb,5.930000
oqc,8.580000
oqd,9.390000
oqe,7.930000
oqf,7.670000
oqg,8.020000
oqh,5.140000
oqi,8.960000
oqj,8.980000
oqk,9.030000
oql,7.560000
oqm,6.780000
oqn,7.120000
oqo,9.740000
oqp,6.670000
oqq,6.790000
oqr,5.840000
oqs,8.330000
oqt,6.980000
oqu,9.910000
oqv,7.710000
oqw,7.180000
oqx,7.880000
oqy,8.730000
oqz,7.440000
ora,6.250000
orb,7.700000
orc,7.730000
ord,6.410000
ore,9.940000
orf,6.090000
org,5.820000
orh,8.320000
ori,6.700000
orj,9.330000
ork,9.030000
orl,5.510000
orm,5.570000
orn,5.250000
oro,5.640000
orp,6.540000
orq,8.110000
orr,7.960000
ors,6.640000
ort,6.260000
oru,8.690000
orv,5.270000
orw,5.710000
orx,7.350000
ory,9.610000
orz,6.040000
osa,7.290000
osb,7.030000
osc,7.490000
osd,6.170000
ose,9.730000
osf,9.620000
osg,8.200000
osh,8.600000
osi,8.460000
osj,5.520000
osk,8.880000
osl,5.030000
osm,9.790000
osn,7.680000
oso,5.060000
osp,8.040000
osq,7.410000
osr,7.810000
oss,6.930000
ost,5.140000
osu,8.230000
osv,6.880000
osw,8.020000
osx,5.510000
osy,5.980000
osz,5.250000
ota,7.930000
otb,5.000000
otc,5.290000
otd,9.280000
ote,6.290000
otf,6.090000
otg,6.340000
oth,6.430000
oti,9.170000
otj,9.850000
otk,7.900000
otl,5.880000
otm,5.500000
otn,5.400000
oto,8.330000
otp,6.160000
otq,8.040000
otr,9.130000
ots,5.380000
ott,8.160000
otu,8.230000
otv,9.390000
otw,7.720000
otx,7.630000
oty,6.100000
otz,5.350000
oua,9.130000
oub,7.930000
ouc,5.120000
oud,8.560000
oue,8.550000
ouf,7.060000
oug,5.330000
ouh,9.650000
oui,6.040000
ouj,7.360000
ouk,8.210000
oul,7.510000
oum,8.900000
oun,8.000000
ouo,9.590000
oup,9.470000
ouq,8.770000
our,8.800000
ous,6.080000
out,5.230000
ouu,6.120000
ouv,6.360000
ouw,8.630000
oux,8.650000
ouy,9.290000
ouz,6.410000
ova,7.570000
ovb,7.550000
ovc,5.870000
ovd,7.740000
ove,7.400000
ovf,7.400000
ovg,5.500000
ovh,7.630000
ovi,9.720000
ovj,7.340000
ovk,8.620000
ovl,8.270000
ovm,6.550000
ovn,5.740000
ovo,9.840000
ovp,7.080000
ovq,7.680000
ovr,8.440000
ovs,6.330000
ovt,6.220000
ovu,8.880000
ovv,7.650000
ovw,5.000000
ovx,8.710000
ovy,9.560000
ovz,6.630000
owa,6.550000
owb,6.460000
owc,7.100000
owd,9.140000
owe,5.550000
owf,8.770000
owg,8.460000
owh,7.390000
owi,9.860000
owj,5.350000
owk,6.860000
owl,7.880000
owm,5.990000
own,8.600000
owo,7.820000
owp,8.520000
owq,9.670000
owr,6.250000
ows,7.140000
owt,7.160000
owu,8.390000
owv,5.470000
oww,5.760000
owx,6.420000
owy,9.380000
owz,5.980000
oxa,6.700000
oxb,5.800000
oxc,9.040000
oxd,6.500000
oxe,9.490000
oxf,8.740000
oxg,8.240000
oxh,9.080000
oxi,5.360000
oxj,5.520000
oxk,6.320000
oxl,7.800000
oxm,7.600000
oxn,6.340000
oxo,5.560000
oxp,6.210000
oxq,7.780000
oxr,8.600000
oxs,9.170000
oxt,8.820000
oxu,6.790000
oxv,9.670000
oxw,7.090000
oxx,5.060000
oxy,8.020000
oxz,5.810000
oya,7.430000
oyb,8.390000
oyc,5.500000
oyd,8.700000
oye,5.600000
oyf,6.310000
oyg,9.280000
oyh,5.120000
oyi,9.860000
oyj,9.280000
oyk,8.100000
oyl,6.920000
oym,9.930000
oyn,5.770000
oyo,8.340000
oyp,5.580000
oyq,7.390000
oyr,7.850000
oys,8.840000
oyt,5.400000
oyu,6.380000
oyv,6.000000
oyw,8.140000
oyx,6.250000
oyy,7.960000
oyz,6.040000
oza,8.490000
ozb,7.900000
ozc,6.860000
ozd,6.100000
oze,7.200000
ozf,5.150000
ozg,9.780000
ozh,6.210000
ozi,9.240000
ozj,9.070000
ozk,9.260000
ozl,9.610000
ozm,7.740000
ozn,7.770000
ozo,6.430000
ozp,7.190000
ozq,7.150000
ozr,8.570000
ozs,8.850000
ozt,5.730000
ozu,6.580000
ozv,6.780000
ozw,9.540000
ozx,6.490000
ozy,6.880000
ozz,7.360000
paa,9.050000
pab,8.380000
pac,5.340000
pad,8.470000
pae,7.190000
paf,6.610000
pag,9.590000
pah,9.640000
pai,9.890000
paj,5.000000
pak,7.940000
pal,6.060000
pam,5.850000
pan,5.690000
pao,7.160000
pap,5.280000
paq,6.110000
par,7.740000
pas,7.870000
pat,6.320000
pau,9.620000
pav,9.870000
paw,6.670000
pax,7.080000
pay,9.990000
paz,5.920000
pba,7.750000
pbb,5.540000
pbc,6.170000
pbd,9.940000
pbe,7.130000
pbf,7.820000
pbg,9.940000
pbh,7.400000
pbi,9.460000
pbj,5.250000
pbk,8.180000
pbl,7.450000
pbm,5.950000
pbn,6.060000
pbo,8.820000
pbp,8.240000
pbq,8.110000
pbr,9.420000
pbs,9.080000
pbt,5.860000
pbu,5.600000
pbv,5.490000
pbw,9.410000
pbx,5.510000
pby,7.470000
pbz,7.020000
pca,5.650000
pcb,6.610000
pcc,9.020000
pcd,6.470000
pce,5.270000
pcf,9.670000
pcg,9.970000
pch,8.410000
pci,5.820000
pcj,7.510000
pck,7.230000
pcl,9.050000
pcm,6.320000
pcn,9.050000
pco,5.090000
pcp,9.950000
pcq,8.540000
pcr,7.240000
pcs,8.370000
pct,9.780000
pcu,6.000000
pcv,5.200000
pcw,5.310000
pcx,7.680000
pcy,5.920000
pcz,8.790000
pda,7.550000
pdb,9.690000
pdc,7.200000
pdd,7.540000
pde,9.010000
pdf,8.700000
pdg,5.900000
pdh,7.780000
pdi,5.100000
pdj,6.340000
pdk,8.020000
pdl,9.140000
pdm,8.560000
pdn,7.950000
pdo,9.360000
pdp,5.050000
pdq,6.770000
pdr,5.110000
pds,5.770000
pdt,9.510000
pdu,6.420000
pdv,7.060000
pdw,9.170000
pdx,6.120000
pdy,8.200000
pdz,6.740000
pea,10.000000
peb,9.940000
pec,6.080000
ped,6.590000
pee,7.240000
pef,9.600000
peg,9.560000
peh,5.100000
pei,6.650000
pej,5.740000
pek,7.860000
pel,8.790000
pem,9.030000
pen,7.420000
peo,5.100000
pep,6.310000
peq,8.950000
per,5.200000
pes,8.850000
pet,8.190000
peu,7.290000
pev,9.990000
pew,8.290000
pex,7.880000
pey,8.880000
pez,9.610000
pfa,7.260000
pfb,9.380000
pfc,7.250000
pfd,8.450000
pfe,6.130000
pff,9.340000
pfg,9.540000
pfh,8.910000
pfi,8.130000
pfj,8.910000
pfk,7.160000
pfl,8.670000
pfm,8.560000
pfn,9.750000
pfo,8.780000
pfp,8.560000
pfq,6.870000
pfr,7.800000
pfs,7.310000
pft,6.320000
pfu,6.550000
pfv,5.850000
pfw,6.450000
pfx,8.810000
pfy,7.370000
pfz,5.110000
pga,6.460000
pgb,7.170000
pgc,5.280000
pgd,7.500000
pge,7.850000
pgf,6.980000
pgg,9.270000
pgh,9.680000
pgi,9.340000
pgj,5.690000
pgk,8.980000
pgl,6.920000
pgm,7.810000
pgn,8.340000
pgo,7.870000
pgp,9.200000
pgq,6.010000
pgr,9.020000
pgs,8.160000
pgt,8.050000
pgu,9.150000
pgv,5.000000
pgw,6.130000
pgx,8.020000
pgy,9.650000
pgz,7.250000
pha,5.350000
phb,7.890000
phc,8.850000
phd,8.810000
phe,8.300000
phf,5.010000
phg,5.240000
phh,6.970000
phi,9.970000
phj,8.950000
phk,7.080000
phl,8.630000
phm,7.310000
phn,6.280000
pho,6.300000
php,7.120000
phq,5.740000
phr,5.850000
phs,5.530000
pht,9.220000
phu,6.300000
phv,6.160000
phw,8.270000
phx,5.530000
phy,6.950000
phz,6.250000
pia,5.420000
pib,6.630000
pic,7.880000
pid,6.150000
pie,8.090000
pif,7.880000
pig,5.120000
pih,8.990000
pii,5.240000
pij,9.400000
pik,5.110000
pil,6.320000
pim,9.880000
pin,9.980000
pio,6.150000
pip,9.410000
piq,10.000000
pir,6.520000
pis,7.240000
pit,5.150000
piu,6.000000
piv,7.300000
